epoch,truth,pred_v22_base,pred_ruleb_raw,pred_ruleb_core_a,pred_ruleb_core_b,pred_ruleb_core_c,pred_ruleb_core_a_bear,pred_ruleb_core_a_bull,trigger_ruleb_raw,trigger_ruleb_core_a,trigger_ruleb_core_b,trigger_ruleb_core_c,trigger_ruleb_core_a_bear,trigger_ruleb_core_a_bull,override_help_class_ruleb_raw,override_help_class_ruleb_core_a,override_help_class_ruleb_core_b,override_help_class_ruleb_core_c,override_help_class_ruleb_core_a_bear,override_help_class_ruleb_core_a_bull,override_side_class_ruleb_raw,override_side_class_ruleb_core_a,override_side_class_ruleb_core_b,override_side_class_ruleb_core_c,override_side_class_ruleb_core_a_bear,override_side_class_ruleb_core_a_bull,reason_ruleb_raw,reason_ruleb_core_a,reason_ruleb_core_b,reason_ruleb_core_c,reason_ruleb_core_a_bear,reason_ruleb_core_a_bull,slow_retention,hinge_torsion,transition_score_v23,ruleb_raw_warning,ruleb_persist_2of3,ruleb_warn_count_3,fast_alt_3epoch,fs_disagree_count_3,phase_disagree_count_3,polarity_inv_count_3,hinge_flip_count_3,energy_flip_count_3,width_rebound_pattern_3,width_monotonic_collapse_3,osc_core_phase,osc_core_fs,osc_core_fastalt,osc_core_count,osc_core_a,osc_core_b,osc_core_c,oscillation_score_v24,oscillation_warning_v24,fan_width_velocity,fan_energy_total,energy_delta,trigger_reason,trigger_detail
320887,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.5511813374614576,0.9572648706300616,2,0,0,0,0,2,2,0,0,3,1,0,1,1,0,2,1,1,0,4,1,-23.74479765798605,0.9382508202288592,-0.5985786912351613,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.5512,abs_hinge=0.9573,transition=2"
320888,Bull,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.7349769614775141,0.0563888293969713,1,0,0,0,0,2,2,1,0,3,1,0,1,1,0,2,1,1,0,5,1,65.28029528654588,2.021038213357315,1.0827873931284557,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.7350,abs_hinge=0.0564,transition=1"
320888,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.6244005001535697,1.0,2,0,0,0,0,2,2,1,0,3,1,0,1,1,0,2,1,1,0,5,1,-36.043417694061645,1.76388989201223,-0.2571483213450849,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.6244,abs_hinge=1.0000,transition=2"
320894,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,1.3105236072315165,0.1033854389042517,1,0,0,0,0,2,2,0,0,1,1,0,1,1,0,2,1,1,0,4,1,-63.838238386277226,2.708385270174404,1.0200981213420168,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=1.3105,abs_hinge=0.1034,transition=1"
320895,Bull,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,2.023336925316471,0.0020234517320901,1,0,0,0,0,2,2,1,0,0,1,0,1,1,0,2,1,1,0,4,1,178.24461724984576,6.057237137943957,3.3488518677695533,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=2.0233,abs_hinge=0.0020,transition=1"
320898,Bear,Bull,Neutral,Bull,Bull,Bull,Bull,Bull,1,0,0,0,0,0,GOOD_NEUTRALIZE_WRONG_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,GOOD_SUPPRESS_WRONG_BULL,,,,,,ruleb_raw|side=both|slow=2.5222|abs_hinge=0.5685|transition=1|phase3=0|fs3=0|fast_alt=0|core_count=0,,,,,,2.5221823110878177,0.5685215247634381,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,-196.99702571627856,5.523275447072592,0.8353110976549942,ruleb_raw,"phase3=0,fs3=0,fast_alt=0,core_count=0,slow=2.5222,abs_hinge=0.5685,transition=1"
320898,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,2.199907416541464,0.903252896168002,2,1,1,2,1,1,1,0,0,3,0,0,0,0,1,1,0,0,0,2,1,36.84856418699201,3.3633486001053825,-2.1599268469672097,ruleb_raw,"phase3=1,fs3=1,fast_alt=1,core_count=1,slow=2.1999,abs_hinge=0.9033,transition=2"
320901,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,1.5548164188112423,0.7622034417115089,2,1,1,3,0,1,2,0,0,3,0,0,1,0,0,1,0,0,0,2,1,92.18946519358724,4.487959745407352,1.1246111453019694,ruleb_raw,"phase3=2,fs3=1,fast_alt=0,core_count=1,slow=1.5548,abs_hinge=0.7622,transition=2"
320902,Bear,Bear,Neutral,Bear,Bear,Bear,Bear,Bear,1,0,0,0,0,0,BAD_NEUTRALIZE_RIGHT_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,BAD_SUPPRESS_RIGHT_BEAR,,,,,,ruleb_raw|side=both|slow=1.8662|abs_hinge=0.1570|transition=1|phase3=2|fs3=1|fast_alt=0|core_count=1,,,,,,1.86619078804506,0.1569945245461283,1,1,1,3,0,1,2,1,0,2,0,0,1,0,0,1,0,0,0,3,1,178.61114851028833,8.384646993385104,3.896687247977752,ruleb_raw,"phase3=2,fs3=1,fast_alt=0,core_count=1,slow=1.8662,abs_hinge=0.1570,transition=1"
320912,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,4.521891386257266,1.0,2,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-28.40515864419285,8.80478415521793,4.374082611646372,ruleb_raw,"phase3=1,fs3=1,fast_alt=0,core_count=0,slow=4.5219,abs_hinge=1.0000,transition=2"
320913,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.4114228895123233,0.442863053629527,1,0,0,1,0,2,2,0,0,1,0,0,1,1,0,2,1,1,0,3,1,196.29770591865235,3.861166470844182,-4.9436176843737485,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.4114,abs_hinge=0.4429,transition=1"
320914,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,2.947492866092944,0.9621720855092528,1,1,1,2,0,3,2,0,0,2,0,0,1,1,0,2,1,1,0,3,1,44.77004327249597,5.131350638830554,1.270184167986372,ruleb_raw|osc_core_a|osc_core_b,"phase3=2,fs3=3,fast_alt=0,core_count=2,slow=2.9475,abs_hinge=0.9622,transition=1"
320915,Bear,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.6032074991471745,0.3386913988776288,1,0,0,1,1,2,1,1,0,3,0,0,0,1,1,2,1,0,1,4,1,-55.50090426648967,3.060466268518212,-2.070884370312342,osc_core_a|osc_core_c,"phase3=1,fs3=2,fast_alt=1,core_count=2,slow=0.6032,abs_hinge=0.3387,transition=1"
320920,Bull,Bear,Neutral,Bear,Bear,Bear,Bear,Bear,1,0,0,0,0,0,GOOD_NEUTRALIZE_WRONG_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,GOOD_SUPPRESS_WRONG_BEAR,,,,,,ruleb_raw|side=both|slow=1.6361|abs_hinge=0.3619|transition=1|phase3=0|fs3=0|fast_alt=0|core_count=0,,,,,,1.6361203413198382,0.3619156339245184,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,286.4382001947524,6.407420658448245,0.9907578448419372,ruleb_raw,"phase3=0,fs3=0,fast_alt=0,core_count=0,slow=1.6361,abs_hinge=0.3619,transition=1"
320922,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.7202424887764209,1.0,2,0,0,0,1,2,1,1,0,1,1,0,0,1,1,2,1,0,1,5,1,-61.0899910529115,2.1318636198811878,-0.12124845982361832,osc_core_a|osc_core_c,"phase3=1,fs3=2,fast_alt=1,core_count=2,slow=0.7202,abs_hinge=1.0000,transition=2"
320923,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,1.7239920140891627,0.2616332816444324,1,1,0,1,1,1,1,2,0,1,1,0,0,0,1,1,0,0,0,4,1,83.82331707395497,3.609959088849792,1.478095468968604,ruleb_raw,"phase3=1,fs3=1,fast_alt=1,core_count=1,slow=1.7240,abs_hinge=0.2616,transition=1"
320926,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,1.1121493632435886,0.3812593277473794,1,1,0,1,0,2,2,0,0,1,1,0,1,1,0,2,1,1,0,4,1,-5.369841576684848,2.3355842462569854,-0.18495746986627637,ruleb_raw|osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=1.1121,abs_hinge=0.3813,transition=1"
320927,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.35565285726625,0.0681650742154794,0,0,0,1,0,3,2,0,0,1,1,0,1,1,0,2,1,1,0,4,1,21.65459161537001,2.0647304965132207,-0.27085374974376464,osc_core_a|osc_core_b,"phase3=2,fs3=3,fast_alt=0,core_count=2,slow=0.3557,abs_hinge=0.0682,transition=0"
320935,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.9730343990559048,1.0,2,1,0,1,0,2,2,0,0,3,0,0,1,1,0,2,1,1,0,3,1,-31.91547815593367,2.5173590509421047,-1.3824095595791732,ruleb_raw|osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.9730,abs_hinge=1.0000,transition=2"
320936,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,1.081181716755964,1.0,1,1,1,2,1,3,2,0,0,2,1,0,1,1,1,3,1,1,1,5,1,66.43899481082917,1.3989190614702238,-1.1184399894718808,ruleb_raw|osc_core_a|osc_core_b|osc_core_c,"phase3=2,fs3=3,fast_alt=1,core_count=3,slow=1.0812,abs_hinge=1.0000,transition=1"
320937,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.0550230518110765,0.4953993917089643,1,0,1,2,0,2,2,0,0,1,1,0,1,1,0,2,1,1,0,4,1,-30.559545406591496,0.7680509357742267,-0.6308681256959972,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.0550,abs_hinge=0.4954,transition=1"
320938,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.3994711619870941,0.1543169907596954,1,0,0,1,0,2,2,0,0,1,1,0,1,1,0,2,1,1,0,4,1,6.1090001254633535,1.638438870371829,0.8703879345976022,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.3995,abs_hinge=0.1543,transition=1"
320939,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.9282041016085714,0.5010769724850325,2,0,0,0,1,2,3,0,0,1,0,0,1,1,1,3,1,1,1,4,1,18.69278376911825,2.7817704152657825,1.1433315448939536,osc_core_a|osc_core_b|osc_core_c,"phase3=3,fs3=2,fast_alt=1,core_count=3,slow=0.9282,abs_hinge=0.5011,transition=2"
320940,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.2716389695269754,1.0,2,0,0,0,1,2,2,1,0,2,0,0,1,1,1,3,1,1,1,5,1,-14.84978232064168,1.420538170150394,-1.3612322451153884,osc_core_a|osc_core_b|osc_core_c,"phase3=2,fs3=2,fast_alt=1,core_count=3,slow=0.2716,abs_hinge=1.0000,transition=2"
320943,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.812096801091684,1.0,2,0,0,0,0,2,2,0,0,2,1,0,1,1,0,2,1,1,0,4,1,-14.640346189873526,3.0830511932636,-0.8697493372656022,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.8121,abs_hinge=1.0000,transition=2"
320943,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.3193298823443911,0.3200841665339521,0,0,0,0,0,2,2,0,0,2,1,0,1,1,0,2,1,1,0,4,1,83.28244647847896,5.920080584714015,2.8370293914504154,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.3193,abs_hinge=0.3201,transition=0"
320948,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.0713488192286604,0.4826713308689073,1,0,0,0,1,0,2,0,0,2,0,0,1,0,1,2,1,0,1,3,1,65.79354920935293,0.8800270188603463,-1.8875820136181578,osc_core_a|osc_core_c,"phase3=2,fs3=0,fast_alt=1,core_count=2,slow=0.0713,abs_hinge=0.4827,transition=1"
320951,Bear,Bear,Neutral,Bear,Bear,Bear,Bear,Bear,1,0,0,0,0,0,BAD_NEUTRALIZE_RIGHT_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,BAD_SUPPRESS_RIGHT_BEAR,,,,,,ruleb_raw|side=both|slow=1.7769|abs_hinge=0.3278|transition=1|phase3=1|fs3=0|fast_alt=0|core_count=0,,,,,,1.776919004254523,0.3277757102890766,1,1,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,2,1,220.00379769982828,11.121227975350848,10.241200956490502,ruleb_raw,"phase3=1,fs3=0,fast_alt=0,core_count=0,slow=1.7769,abs_hinge=0.3278,transition=1"
320952,Bear,Bear,Neutral,Bear,Bear,Bear,Bear,Bear,1,0,0,0,0,0,BAD_NEUTRALIZE_RIGHT_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,BAD_SUPPRESS_RIGHT_BEAR,,,,,,ruleb_raw|side=both|slow=2.3925|abs_hinge=0.2937|transition=1|phase3=1|fs3=0|fast_alt=0|core_count=0,,,,,,2.3925164162956207,0.2937342743853561,1,1,1,2,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,2,1,-13.232593271604856,8.156371310878967,-2.9648566644718812,ruleb_raw,"phase3=1,fs3=0,fast_alt=0,core_count=0,slow=2.3925,abs_hinge=0.2937,transition=1"
320954,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.7938380862706254,1.0,2,0,0,1,1,2,1,1,0,1,0,0,0,1,1,2,1,0,1,4,1,59.48790234145417,2.280636699319075,-2.654561310302597,osc_core_a|osc_core_c,"phase3=1,fs3=2,fast_alt=1,core_count=2,slow=0.7938,abs_hinge=1.0000,transition=2"
320955,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.414213755280798,1.0,2,0,0,0,1,3,2,0,0,1,0,0,1,1,1,3,1,1,1,4,1,14.419718895442202,2.32017611322226,0.03953941390318505,osc_core_a|osc_core_b|osc_core_c,"phase3=2,fs3=3,fast_alt=1,core_count=3,slow=0.4142,abs_hinge=1.0000,transition=2"
320956,Bull,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Bear,1,1,1,1,1,0,GOOD_NEUTRALIZE_WRONG_BASE,GOOD_NEUTRALIZE_WRONG_BASE,GOOD_NEUTRALIZE_WRONG_BASE,GOOD_NEUTRALIZE_WRONG_BASE,GOOD_NEUTRALIZE_WRONG_BASE,NO_EFFECT,GOOD_SUPPRESS_WRONG_BEAR,GOOD_SUPPRESS_WRONG_BEAR,GOOD_SUPPRESS_WRONG_BEAR,GOOD_SUPPRESS_WRONG_BEAR,GOOD_SUPPRESS_WRONG_BEAR,,ruleb_raw|side=both|slow=1.5191|abs_hinge=0.2512|transition=1|phase3=2|fs3=2|fast_alt=1|core_count=3|oscA|oscB|oscC,ruleb_core_a|side=both|slow=1.5191|abs_hinge=0.2512|transition=1|phase3=2|fs3=2|fast_alt=1|core_count=3|oscA|oscB|oscC,ruleb_core_b|side=both|slow=1.5191|abs_hinge=0.2512|transition=1|phase3=2|fs3=2|fast_alt=1|core_count=3|oscA|oscB|oscC,ruleb_core_c|side=both|slow=1.5191|abs_hinge=0.2512|transition=1|phase3=2|fs3=2|fast_alt=1|core_count=3|oscA|oscB|oscC,ruleb_core_a_bear|side=bear|slow=1.5191|abs_hinge=0.2512|transition=1|phase3=2|fs3=2|fast_alt=1|core_count=3|oscA|oscB|oscC,,1.5191107462997024,0.2512385890129943,1,1,0,1,1,2,2,1,0,1,0,0,1,1,1,3,1,1,1,5,1,112.56675571174128,5.351332768341308,3.031156655119048,ruleb_raw|osc_core_a|osc_core_b|osc_core_c,"phase3=2,fs3=2,fast_alt=1,core_count=3,slow=1.5191,abs_hinge=0.2512,transition=1"
320966,Bear,Bear,Bear,Bear,Bear,Bear,Bear,Bear,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.4350683049815416,1.0,1,0,0,0,1,2,1,0,0,2,0,0,0,1,1,2,1,0,1,3,1,68.64573722031491,2.7982050171485757,0.893619777172717,osc_core_a|osc_core_c,"phase3=1,fs3=2,fast_alt=1,core_count=2,slow=0.4351,abs_hinge=1.0000,transition=1"
320970,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.3655264191802416,0.9659783093176588,2,0,0,0,1,2,2,0,0,1,1,0,1,1,1,3,1,1,1,5,1,-11.531674129058956,0.7095124339084578,-1.2019668113771331,osc_core_a|osc_core_b|osc_core_c,"phase3=2,fs3=2,fast_alt=1,core_count=3,slow=0.3655,abs_hinge=0.9660,transition=2"
320971,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.4681064933574816,0.0486746525777114,1,0,0,0,1,3,3,0,0,2,0,0,1,1,1,3,1,1,1,4,1,-30.223083584511187,1.887400539486407,1.1778881055779493,osc_core_a|osc_core_b|osc_core_c,"phase3=3,fs3=3,fast_alt=1,core_count=3,slow=0.4681,abs_hinge=0.0487,transition=1"
320972,Bull,Bull,Bull,Bull,Bull,Bull,Bull,Bull,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.3716634185802832,0.1998204087781989,0,0,0,0,1,2,2,0,0,2,0,0,1,1,1,3,1,1,1,4,1,8.43857219502388,0.9630104772131745,-0.9243900622732326,osc_core_a|osc_core_b|osc_core_c,"phase3=2,fs3=2,fast_alt=1,core_count=3,slow=0.3717,abs_hinge=0.1998,transition=0"
320977,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.6779469912089553,0.73704420379412,2,0,0,0,0,2,2,1,0,3,0,0,1,1,0,2,1,1,0,4,1,-65.78875231217535,1.5372800207587716,-1.7122617831901152,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.6779,abs_hinge=0.7370,transition=2"
320979,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.1640159533490077,0.384450867094803,1,0,0,0,0,2,2,0,0,1,0,0,1,1,0,2,1,1,0,3,1,34.805935315438546,0.879417581601956,-0.20203398959165497,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.1640,abs_hinge=0.3845,transition=1"
320981,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.3661542320405715,1.0,2,0,0,0,0,2,2,0,0,1,1,0,1,1,0,2,1,1,0,4,1,30.16847743919061,1.4008798429204037,0.027161397327290837,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.3662,abs_hinge=1.0000,transition=2"
320983,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.0330578075481753,1.0,2,0,0,0,0,2,3,0,0,2,1,0,1,1,0,2,1,1,0,4,1,3.079018240168807,0.6836945536215353,0.07776886605279287,osc_core_a|osc_core_b,"phase3=3,fs3=2,fast_alt=0,core_count=2,slow=0.0331,abs_hinge=1.0000,transition=2"
320990,Bull,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.7323275596936583,1.0,2,0,0,0,0,2,3,0,0,2,0,0,1,1,0,2,1,1,0,3,1,9.90028883938794,2.4357248017258826,1.7520302481043473,osc_core_a|osc_core_b,"phase3=3,fs3=2,fast_alt=0,core_count=2,slow=0.7323,abs_hinge=1.0000,transition=2"
320991,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,0.0473381414049072,0.8302188078900806,1,0,0,0,0,2,2,0,0,2,0,0,1,1,0,2,1,1,0,3,1,-17.365326710772933,0.9321081113703258,-1.5036166903555568,osc_core_a|osc_core_b,"phase3=2,fs3=2,fast_alt=0,core_count=2,slow=0.0473,abs_hinge=0.8302,transition=1"
320992,Bull,Bear,Neutral,Bear,Bear,Bear,Bear,Bear,1,0,0,0,0,0,GOOD_NEUTRALIZE_WRONG_BASE,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,GOOD_SUPPRESS_WRONG_BEAR,,,,,,ruleb_raw|side=both|slow=1.9227|abs_hinge=0.4853|transition=1|phase3=1|fs3=1|fast_alt=0|core_count=0,,,,,,1.9226985563527703,0.4853152036239559,1,1,0,1,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,3,1,93.52960981606157,3.704635541425887,2.772527430055561,ruleb_raw,"phase3=1,fs3=1,fast_alt=0,core_count=0,slow=1.9227,abs_hinge=0.4853,transition=1"
320993,Bear,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0,0,0,0,0,0,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,NO_EFFECT,,,,,,,,,,,,,1.1353941480319918,0.2470703297389247,1,1,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,1,-24.46291694030515,2.334694541834324,-4.139685883552374,ruleb_raw,"phase3=0,fs3=0,fast_alt=0,core_count=0,slow=1.1354,abs_hinge=0.2471,transition=1"
